ANSWER,QUESTION.question,QUESTION.paragraph
The technical bulletin number is CAFRI/2021/02.,Which technical bulletin number describes plant diseases in agroforestry?,CAFRI/2021/02
"M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, and A Arunachalam.",Who contributed to the research and writing of this bulletin?,"M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, A Arunachalam"
The institute specializes in agroforestry research.,What kind of research does the ICAR-Central Agroforestry Research Institute specialize in?,The name of the institute gives a clear indication of their specialty.
The title is 'Plant Diseases in Agroforestry: A Ready Reckoner'.,What is the complete title of the technical bulletin CAFRI/2021/02?,Plant Diseases in Agroforestry: A Ready Reckoner
The subtitle suggests that the content is a quick and handy reference.,What does the subtitle 'A Ready Reckoner' suggest about the content?,A Ready Reckoner
The primary focus is on plant diseases affecting agroforestry.,What is the primary focus of CAFRI's technical bulletin 2021/02?,Plant Diseases in Agroforestry: A Ready Reckoner
'Plant Diseases in Agroforestry: A Ready Reckoner'.,Can you name the publication where M Ashajyothi contributed alongside other researchers?,The technical bulletin named 'Plant Diseases in Agroforestry: A Ready Reckoner'.
An image showing agroforestry plants.,What visual element is included on the cover of the bulletin?,Paragraph recognized from the cover photo.
The research focuses on improving and understanding agroforestry practices and plant health.,What is the significance of the research done by ICAR-Central Agroforestry Research Institute?,The name and work of the organization as recognized from the cover.
'Technical Bulletin CAFRI/2021/02' refers to a specific publication focusing on agroforestry plant diseases.,What does 'Technical Bulletin CAFRI/2021/02' signify in the document?,Technical Bulletin CAFRI/2021/02
Agroforestry.,What specific area of agriculture does the bulletin from ICAR-Central Agroforestry Research Institute focus on?,Research specialization.
The title implies the bulletin may provide comprehensive and quick-reference information on dealing with plant diseases in agroforestry systems.,"Besides plant diseases, what aspect of agroforestry might be covered given the title's indication?",A Ready Reckoner as a quick reference.
"Five authors: M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, and A Arunachalam.","How many authors contributed to the technical bulletin, and what are their names?","M Ashajyothi, YN Venkatesh, K Rajarajan, AK Handa, A Arunachalam"
Severe defoliation,What is a common symptom observed with severe defoliation and lateral root damage?,"Symptoms:
➢ Severe defoliation and lateral root damage "
Copper oxychloride,Which substance is recommended to drench the soil for management?,"Management:
➢ Drench the soil with copper oxychloride 50% WP @ 2g/litre"
2g/litre,What order should the soil drenching substance be used per litre of water?,"Management:
➢ Drench the soil with copper oxychloride 50% WP @ 2g/litre"
Mushroom-like fruiting bodies,What term indicates the presence of mushroom-like fruiting bodies in affected trees?,"Symptoms:
➢ Presence of mushroom like fruiting bodies of bracket fungus at the tree base"
Fresh soil from healthy plantations,What is the recommendation for soil replacement in the management of tree diseases?,"Management:
➢ Soil can be replaced with fresh soil collected from healthy plantations"
White rot,What symptoms are associated with white rot in the sapwood?,"Symptoms:
➢ White rot in the sapwood"
Remove entire old root system before replanting,How should old root systems be managed before replanting according to the given management practices?,"Management:
➢ Removal of entire old root system before replanting"
Drying and death of trees,What leads to the drying and death of trees that do not recover even after watering?,"Symptoms:
➢ Drying and death of trees and do not recover even after watering"
"Cercospora sissou, Phyllosticta sissou, Myrothecium roridum, Alternaria alternate, Phyllachlora dalbergiae",What are the pathogens associated with leaf spots and blights mentioned in the text?,7.4.4 Leaf spots and blights (Cercospora sissou; Phyllosticta sissou; Myrothecium roridum; Alternaria alternate; Phyllachlora dalbergiae)
Stag head appearance,What symptom is characterized by a 'stag head' appearance of the affected trees?,"Symptoms:
➢ Stag head appearance of the affected trees"
Quick removal and disposal of fallen trees,What immediate action does the management recommend for fallen trees?,"Management:
➢ Quick removal and disposal of fallen trees"
Necrotic light greyish to dark brown small spots on leaves,What are the first visible symptoms of leaf spots and blights on leaves?,"Symptoms:
➢ Leaf spots and blights are most common diseases in shisham nurseries
➢ Necrotic light greyish to dark brown small spots appear on leaves"
Entire leaf becomes blighted; defoliation starts,What symptoms might be observed in severe stages of leaf spots and blights in mature trees?,"Symptoms:
➢ In severe stages, the entire leaf become blighted and defoliation starts in mature trees"
Leaf margins,Which part of the leaf usually shows the initial spots in cases of leaf spots and blights?,"Symptoms:
➢ In many cases, spots start from leaf margins and extend towards petiole with prominent margin"
Spots may coalesce and spread over the entire leaf,What can happen to the spots that appear on leaves due to leaf spots and blights?,"Symptoms:
➢ Spots may coalesce to enlarge in size and spread entire leaf lamina"
"Quick removal of fallen trees, soil drenching with copper oxychloride, removal of old root system, soil replacement",What are the common management practices mentioned for addressing tree diseases?,"Management:
➢ Quick removal and disposal of fallen trees
➢ Drench the soil with copper oxychloride 50% WP @ 2g/litre
➢ Removal of entire old root system before replanting
➢ Soil can be replaced with fresh soil collected from healthy plantations"
"Common diseases in nurseries; necrotic spots appear, coalesce, spread over the leaf lamina; spot starts from leaf margins extending towards petiole; entire leaf becomes blighted and facilitates defoliation in severe stages.",Describe the characteristics and progression of spots caused by leaf spots and blights.,"Symptoms:
➢ Leaf spots and blights are most common diseases in shisham nurseries
➢ Necrotic light greyish to dark brown small spots appear on leaves
➢ Spots may coalesce to enlarge in size and spread entire leaf lamina
➢ In many cases, spots start from leaf margins and extend towards petiole with prominent margin
➢ In severe stages, the entire leaf become blighted and defoliation starts in mature trees"
"Healthy foliage appears unaffected, while Curvularia leaf rot shows distinctly patterned discoloration.",What visual differences are noted between healthy foliage and affected leaves in Curvularia leaf rot?,"Symptoms:
Images showing Healthy foliage and Curvularia leaf rot"
"Management involves removing fallen trees promptly, drenching soil with 50% WP copper oxychloride at 2g/litre, removing the entire old root system before replanting, and replacing soil with soil from healthy plantations.",Describe the detailed management approach for diseases in trees as per the text.,"Management:
➢ Quick removal and disposal of fallen trees
➢ Drench the soil with copper oxychloride 50% WP @ 2g/litre
➢ Removal of entire old root system before replanting
➢ Soil can be replaced with fresh soil collected from healthy plantations"
"Major steps include quick removal and disposal of fallen trees, drenching soil with copper oxychloride solution, removing entire old root system before replanting, and replacing soil with clean soil from healthy plantations.",What are the major steps included in management of tree diseases according to the image captioned 'Plant Diseases in Agroforestry: A Ready Reckoner?',"Management:
➢ Quick removal and disposal of fallen trees
➢ Drench the soil with copper oxychloride 50% WP @ 2g/litre
➢ Removal of entire old root system before replanting
➢ Soil can be replaced with fresh soil collected from healthy plantations"
Isolating infected seedlings from healthy ones is crucial.,What is a key practice for managing infected seedlings?,Isolation of infected seedlings from the healthy ones
Infected leaves should be removed and safely disposed.,What should be done with infected leaves according to best practices?,Removal and safe disposal of infected leaves
Sprinkler irrigation should be avoided.,What irrigation method should be avoided to manage plant diseases effectively?,Avoid sprinkler irrigation
Benomyl 50% WP at 0.3g per litre is recommended.,"In severe infection cases, what chemical and concentration is recommended for spraying?",Spraying Benomyl 50% WP @ 0.3g per litre in case of severe infection
It prevents the spread of disease to healthy plants.,Why is isolation of infected seedlings important in disease management?,Isolation of infected seedlings from the healthy ones
Safe disposal of infected leaves prevents disease propagation.,What safety measure is suggested for dealing with infected leaves in agriculture?,Removal and safe disposal of infected leaves
Sprinkler irrigation can promote the spread of disease to other plants.,Why should sprinkler irrigation be avoided when managing plant diseases?,Avoid sprinkler irrigation
Benomyl 50% WP is diluted to 0.3g per litre and sprayed.,How is Benomyl 50% WP used for managing severe infections?,Spraying Benomyl 50% WP @ 0.3g per litre in case of severe infection
Benomyl,What chemical can be used for severe plant infections?,Spraying Benomyl 50% WP @ 0.3g per litre in case of severe infection
Isolate them.,How should infected seedlings be dealt with?,Isolation of infected seedlings from the healthy ones
Remove and discard them safely.,What should be done to infected leaves?,Removal and safe disposal of infected leaves
Avoid using sprinklers.,What is the recommended way to irrigate when managing plant diseases?,Avoid sprinkler irrigation
Sprayed at 0.3g per litre.,"When dealing with severe plant infection, how should Benomyl be applied?",Spraying Benomyl 50% WP @ 0.3g per litre in case of severe infection
Isolation prevents the disease from spreading to healthy plants.,Why is it important to isolate infected seedlings in managing plant diseases?,Isolation of infected seedlings from the healthy ones
Infected leaves should be removed and disposed of safely to avoid disease spread.,What procedures should be taken to handle infected leaves effectively?,Removal and safe disposal of infected leaves
Avoiding sprinkler irrigation reduces the moisture that can facilitate disease spread.,How does avoiding sprinkler irrigation help in managing plant diseases?,Avoid sprinkler irrigation
It is advised to spray Benomyl 50% WP at a concentration of 0.3g per litre.,"For severe infections, what specific recommendation is given for using Benomyl?",Spraying Benomyl 50% WP @ 0.3g per litre in case of severe infection
Isolation,Identify one recommended method for managing infected seedlings in agroforestry.,Isolation of infected seedlings from the healthy ones
Safe disposal,What practice should be done after identifying infected leaves in plants?,Removal and safe disposal of infected leaves
Sprinkler irrigation,What irrigation method can contribute to disease spread and should be avoided?,Avoid sprinkler irrigation
Plantae,What is the kingdom of bamboo?,"8.1 Plant systematics
Kingdom : Plantae"
Liliopsida,What class does bamboo belong to?,"8.1 Plant systematics
Class : Liliopsida"
Poales,Which order does bamboo fall under?,"8.1 Plant systematics
Order : Poales"
Poaceae,What is the family of bamboo?,"8.1 Plant systematics
Family : Poaceae"
Dendrocalamus,What genus does bamboo belong to?,"8.1 Plant systematics
Genus : Dendrocalamus"
strictus,What is the species name of bamboo?,"8.1 Plant systematics
Species : strictus"
35 percent,What percentage more oxygen do bamboo plants release into the environment compared to other plants?,Apart from these uses’ bamboo provides ecosystem services and tackle global climate change by releasing 35 percent more oxygen than other plants to the environment
Urban and semi-urban areas,Where can the plantation of bamboo species dramatically improve air quality?,"Evidently, plantation of bamboo species in urban and semi-urban could dramatically improve air quality"
Poor man's timber,What is bamboo called because of its unique and special qualities?,Bamboo is the king of the grasses family and called as poor man's timber for its unique and special qualities.
"Construction of houses, live fence, food, fuel, and agricultural implements",What are some traditional uses of bamboo?,"Traditionally, it has been used in construction of houses, live fence, food, fuel, and material used for making agricultural implements and other purposes."
"Pulp and paper industry, construction, engineering materials, traps, weapons, rafts, towers, cages",For what purposes is bamboo used in recent years?,"In the recent years, it has been using for pulp and paper industry, construction and engineering materials, traps, weapons, rafts, towers, cages, etc."
Fastest growing plant,Why is bamboo referred to as 'Green Gold' of the 21st century?,"It is one of the fastest growing plants, also registered as “Green Gold” of the 21st century."
"Renewable, versatile resource, high strength, low weight, income and employment generation",What resources and benefits does bamboo provide today?,"Today, bamboo is a renewable and versatile resource with high strength and low weight hence bamboo based industrial activities have great and wide scope for income and employment generation in rural and semi urban areas of the country."
Releases more oxygen and sequesters carbon dioxide,How does bamboo help in tackling global climate change?,Apart from these uses’ bamboo provides ecosystem services and tackle global climate change by releasing 35 percent more oxygen than other plants to the environment and sequesters 20 percent carbon dioxide from the environment.
Chapter 8,Which chapter discusses bamboo in the given text?,CHAPTER 8 Bamboo (Dendrocalamus strictus)
"Pulp and paper industry, construction, engineering materials, traps, weapons, rafts, towers, cages",What are some industrial uses of bamboo?,"he recent years, it has been using for pulp and paper industry, construction and engineering materials, traps, weapons, rafts, towers, cages, etc."
Releases oxygen and sequesters carbon dioxide,How does bamboo contribute to the environment?,Apart from these uses’ bamboo provides ecosystem services and tackle global climate change by releasing 35 percent more oxygen than other plants to the environment and sequesters 20 percent carbon dioxide from the environment.
"Improves air quality, releases more oxygen, sequesters carbon dioxide",What are the potential benefits of bamboo plantations in urban and semi-urban areas?,"Evidently, plantation of bamboo species in urban and semi-urban could dramatically improve air quality with the release of more oxygen and sequestering more carbon dioxide."
Its growth rate and versatility,What makes bamboo one of the fastest growing plants?,"It is one of the fastest growing plants, also registered as “Green Gold” of the 21st century."
Bamboo plantations improve air quality by releasing more oxygen and sequestering carbon dioxide.,Explain how bamboo plantations contribute to air quality improvements.,"Evidently, plantation of bamboo species in urban and semi-urban could dramatically improve air quality with the release of more oxygen and sequestering more carbon dioxide."
There are 87 genera of bamboo globally.,How many genera of bamboo exist globally?,8.2 Distribution
India,Which country's bamboo is abundant in humid tropical and northeast regions?,8.2 Distribution
Phytoplasma,Name a bacteria-like organism causing diseases in bamboo.,8.3 Common diseases
Botryobasidium salmonicolor,Identify the organism causing Bamboo thread blight.,8.4.1 Bamboo thread blight (Botryobasidium salmonicolor)
Nearly 440 fungi,How many fungi cause diseases in bamboo?,8.3 Common diseases
Northeast India and Kerala,Which regions of India have abundant bamboo in humid tropics?,8.2 Distribution
"Symptoms include large water-soaked greyish lesions on mature leaves, fungal mycelial threads on the leaf's lower surface, and lesions spreading from leaf tips to the culms.",What are the symptoms of Bamboo thread blight?,8.4.1 Bamboo thread blight (Botryobasidium salmonicolor)
Fusarium equiseti,Which fungal species is associated with culm rot in bamboo?,8.3 Common diseases
Complete failure of plantation programs due to disease outbreaks is evidence in nursery stocks affected by infections.,How is bamboo affected significantly in nursery stock?,8.3 Common diseases
"Fusarium equiseti, Sarocladium oryzae, Coniothyrium fuckelii Sacc., Fusarium spp., Acremonium strictum W. Gams, Pteroconium sp., Arthrinium sp.",List some fungal species causing common diseases in bamboo.,8.3 Common diseases
There are two bacteria,Name two bacteria that cause diseases in bamboo.,8.3 Common diseases
Bamboo thread blight (Botryobasidium salmonicolor) is a major pathological problem.,What are the major pathological problems in bamboo highlighted?,8.4 Major pathological problems in bamboo
Approximately 1500 species.,How many species of bamboo are found globally?,8.2 Distribution
Bamboo thread blight,Which common bamboo disease causes lesions to spread from leaf tips to culms?,8.4.1 Bamboo thread blight (Botryobasidium salmonicolor)
Alternaria,Which genus causes leaf tip blight in bamboo?,8.3 Common diseases
"Lesions appear large, water-soaked, and greyish on mature leaves.",Describe the appearance of lesions caused by Bamboo thread blight.,8.4.1 Bamboo thread blight (Botryobasidium salmonicolor)
"India grows bamboo well in all states, with abundance in northeast India and Kerala's humid tropics.",Which countries in India have bamboo grown well in all states?,8.2 Distribution
"Large water-soaked greyish lesions on leaves, fungal mycelial threads on the lower leaf surface, and lesions spreading to the culms.",List three symptoms of bamboo thread blight infection.,8.4.1 Bamboo thread blight (Botryobasidium salmonicolor)
Balansia liniaris,Name the fungal species causing witch's broom in bamboo.,8.3 Common diseases
"440 fungi, three bacteria, two viruses, one phytoplasma, and one bacteria-like organism.",Approximately how many species are responsible for all causes of bamboo diseases?,8.3 Common diseases
Bamboo culm rot,What is the common name of the disease caused by Fusarium moniliforme?,8.4.2 Bamboo culm rot (Fusarium moniliforme)
Bamboo culm rot,Name the type of infection that leads to dark brown water-soaked lesions on bamboo culms.,8.4.2 Bamboo culm rot (Fusarium moniliforme) Symptoms: Dark brown water-soaked lesions on culms and culm sheath
Pruning,What management step involves pruning?,Management: Pruning of the diseased branches
Rotting of emerging tender shoot along with strong sour smell,Identify a symptom of bamboo culm rot related to bamboo shoots.,Rotting of emerging tender shoot along with strong sour smell
Spray carbendazim @ 2 g/litre,Which treatment is advised in severe cases of bamboo culm rot?,"Management: In severe cases, spray carbendazim @ 2 g/litre"
Dark brown water-soaked lesions,What type of lesions are seen in bamboo culm rot?,Dark brown water-soaked lesions on culms and culm sheath
Rotting of emerging tender shoot,What causes bamboo culms to have a strong sour smell?,Rotting of emerging tender shoot along with strong sour smell
Little leaf,Which disease features a bushy appearance of the branch around nodes?,Little leaf (Phytoplasma) Symptoms: Bushy appearance of the whole branch around nodes
Avoid insect damage and waterlogging,What measure should be taken to prevent waterlogging around bamboo plants?,Management: Avoid insect damage and water logging
Small and dense needle-like leaves and abnormal shoots emerging from nodes,Describe a characteristic symptom of little leaf disease related to leaves and shoots.,"Symptoms: Numerous, small and dense needle like leaves and abnormal shoots emerge from nodes"
Cutting and burning of the severely infected culms and nodes,How should severely infected bamboo leaves and nodes be managed?,Management: Cutting and burning of the severely infected culms and nodes
"Numerous small and dense needle-like leaves, abnormal shoots, bushy branch appearance, stunted growth",What are the symptoms of the phytoplasma affecting bamboo?,"Symptoms: Numerous, small and dense needle like leaves and abnormal shoots emerge from nodes Bushy appearance of the whole branch around nodes Stunted growth of the culms, internodes and whole plant"
"Dark brown water-soaked lesions on culms and sheath, rotting of shoots with a strong sour smell",What are the signs of bamboo culm rot as described in the document?,Symptoms: Dark brown water-soaked lesions on culms and culm sheath Rotting of emerging tender shoot along with strong sour smell
Remove debris surrounding shoots before monsoon and avoid insect damage and waterlogging,What two management practices are recommended for bamboo culm rot?,Management: Remove the debris surrounding shoots before monsoon. Avoid insect damage and water logging.
"Bushy appearance of branches, stunted growth of culms, internodes, and whole plant",What describes the physical state of bamboo affected by little leaf disease?,"Symptoms: Bushy appearance of the whole branch around nodes. Stunted growth of the culms, internodes and whole plant."
Cleaning and burning,How can infected foliage be managed according to the text?,Management: Cleaning and burning of the infected foliage
Culms,Which part of the bamboo does the fusarium moniliforme fungus affect?,8.4.2 Bamboo culm rot (Fusarium moniliforme)
Severely infected culms and nodes,What is cut and burned to manage little leaf (Phytoplasma) disease?,Management: Cutting and burning of the severely infected culms and nodes
Debris surrounding shoots,What should be removed before monsoon to manage bamboo diseases?,Management: Remove the debris surrounding shoots before monsoon.
"Numerous, small and dense needle-like leaves",Describe the symptom of little leaf disease in terms of leaf appearance.,"Symptoms: Numerous, small and dense needle-like leaves and abnormal shoots emerge from nodes"
Fire damage,What type of damage is discussed in section 8.4.4?,8.4.4 Fire damage (non-pathological)
"Burning and drying of leaves, stem, and branches",What is a symptom of fire damage in bamboo plants?,"Symptoms:
➢ Burning and drying of leaves, stem and branches"
Fire,What should be avoided near to trees during winters and summers?,"Management:
➢ Avoid fire during winters and summers near to the trees"
Dried plants quickly catching fire,What condition may provoke forest fires under natural circumstances according to the text?,➢ Dried plants quickly catch fire and may provoke forest fires under natural conditions
Healthy bamboo and fire damage on young bamboo plant,What is compared in the images included in the text?,Images show: Healthy bamboo vs. Fire damage on young bamboo plant
Avoid fire during winters and summers near to the trees.,How should fire near trees be managed according to the document?,"Management:
➢ Avoid fire during winters and summers near to the trees"
One shows healthy bamboo and the other shows fire-damaged bamboo.,What is the main visual difference between the two images presented?,Images show: Healthy bamboo vs. Fire damage on young bamboo plant
Dried plants,What might quickly catch fire and provoke forest fires under natural conditions?,➢ Dried plants quickly catch fire and may provoke forest fires under natural conditions
"Fires can cause burning and drying of leaves, stem, and branches of bamboo plants.",What specific damage can fires cause to bamboo plants?,"Symptoms:
➢ Burning and drying of leaves, stem and branches"
It is recommended to avoid fire during winters and summers near to the trees.,What is the recommended management practice for fire near trees in winter and summer?,"Management:
➢ Avoid fire during winters and summers near to the trees"
The image on the right shows fire damage on a young bamboo plant.,Which image shows bamboo with fire damage?,Images show: Healthy bamboo vs. Fire damage on young bamboo plant
"The visual symptoms of fire damage in bamboo plants include burning and drying of leaves, stems, and branches.",What are the visual symptoms of fire damage in bamboo plants?,"Symptoms:
➢ Burning and drying of leaves, stem and branches"
Dried bamboo plants can provoke forest fires under natural conditions by quickly catching fire.,What can dried bamboo plants provoke under natural conditions?,➢ Dried plants quickly catch fire and may provoke forest fires under natural conditions
The advice is to avoid fire during the winters and summers near to the trees to reduce fire risks.,What management advice is given for fire risks to bamboo during certain seasons?,"Management:
➢ Avoid fire during winters and summers near to the trees"
"The factor is that dried plants quickly catch fire, thus increasing the risk of fires in natural habitats.",What factor increases the risk of fires in natural bamboo habitats?,➢ Dried plants quickly catch fire and may provoke forest fires under natural conditions
"In a forest environment, dried bamboo plants can quickly catch fire and provoke forest fires under natural conditions.",What are the possible consequences of dried bamboo plants in a forest environment?,➢ Dried plants quickly catch fire and may provoke forest fires under natural conditions
"To protect trees, fire should be avoided during winters and summers near to the trees.",What condition should be avoided to protect trees from fire damage in certain seasons?,"Management:
➢ Avoid fire during winters and summers near to the trees"
"Fire damage in bamboo plants could lead to quick ignition of dried plants, potentially provoking forest fires and impacting forest ecosystems.",How could fire damage in bamboo plants possibly affect forest ecosystems?,➢ Dried plants quickly catch fire and may provoke forest fires under natural conditions
A preventive measure is to avoid fire during winters and summers near to the trees.,What is a preventive measure for managing fire risks to bamboo plants?,"Management:
➢ Avoid fire during winters and summers near to the trees"
"Leaves, stem, and branches show symptoms of fire damage.",What part of bamboo plants shows symptoms of fire damage?,"Symptoms:
➢ Burning and drying of leaves, stem and branches"
Fungal pathogens affecting seedlings show different responses to the extracts.,What is the effect of Gmelina arborea Roxb and Tectona grandis Lf on seedling pathogens?,"Anuagasi CL, Onuorah JA, Okigbo RN (2017) Fungal pathogens affecting seedlings of Gmelina arborea Roxb and Tectona grandis Lf effect of three plant extracts. IJAT 13: 307-330"
The incidence of sandal spike symptoms in a one-year-old Karnataka plantation.,What study was carried out by Arun Kumar and Geeta in 2012?,"Arun Kumar AK, Geeta J (2012). Incidence of sandal spike symptoms in a one-year-old plantation in Karnataka. Current Science, 103(6), p.613."
First report of Tomato Chlorosis Virus infecting Tectona grandis linked to Bemisia tabaci Mediterranean infestation.,What was the finding of Borges et al. in 2019 about tomato chlorosis virus?,"Borges RCF, Fontes MG, Macedo MA, Lima MF, Boiteux LS, Fonseca MEN (2019) First Report of Tomato Chlorosis Virus Infecting Tectona grandis Associated with Infestation of Bemisia tabaci Mediterranean in Central Brazil. Plant Disease 103(10): 2704"
2010,Which year did the Catalogue of Life publish a checklist?,Catalogue of Life: 2010 Annual Checklist (http://www.catalogueoflife. org/annual-checklist/2010/details/species/id/7044766)
Survey and prioritisation of biological control agents for prickly acacia in southern India.,What did Dhileepan et al. survey and prioritise in 2013?,"Dhileepan K., Balu, A., Murugesan, S., Senthilkumar, P. and Shivas, R.G., 2013. Survey and prioritisation of potential biological control agents for prickly acacia (Acacia nilotica subsp. indica) in southern India. Biocontrol Science and Technology, 23(6), pp.646-664."
Spike disease of sandal.,"On which subject did Ghosh, Balasundaram, and Ali conduct studies in 1985?","Ghosh, S.K., Balasundaram, M. and Ali, M.M., 1985. Studies on the spike disease of sandal. Division of Pathology, Kerala Forest Research Institute."
"Melia dubia (Hebbevu) plantations' decline at South Bangalore, Karnataka.","What decline study was undertaken by Kumar, Muthukrishnan, and Pandey in 2014?","Kumar, A.M., Muthukrishnan, R. and Pandey, A.K., 2014. Decline of Melia dubia (Hebbevu) plantations at South Bangalore, Karnataka. Current Biotic, 8(1), pp. 82-85."
Status of poplar introduction in India.,What status study was done by Kumar and Singh in 2012?,"Kumar, D. and Singh, N.B., 2012. Status of poplar introduction in India. Forestry Bulletin, 18(1), pp.9-14."
Dalbergia sissoo,"Which species was listed as critically endangered by Lakhey, Pathak, and Adhikari in 2020?","Lakhey, P.; Pathak, J. & Adhikari, B. (2020). ""Dalbergia sissoo"". IUCN Red List of Threatened Species. 2020:e.T60222617A60222619."
Diseases of bamboos and rattans in Kerala.,What diseases did Mohanan investigate in 1994?,"Mohanan, C. 1994. Diseases of bamboos and rattans in Kerala. KFRI Research Report No.98, Peechi, KFRI. 120p."
"Mohanan, C. in 1994.",Who conducted studies on Rhizoctonia web blight in Kerala and when?,"Mohanan, C. 1994. Studies on diseases of bamboos and nursery management of Rhizoctonia web blight in Kerala. Ph.D. thesis. Cochin University of Science and Technology, Cochin."
Fungal pathogens affecting seedlings of Gmelina arborea Roxb and Tectona grandis Lf.,What is the main topic of Anuagasi et al.'s 2017 study?,"Anuagasi CL, Onuorah JA, Okigbo RN (2017) Fungal pathogens affecting seedlings of Gmelina arborea Roxb and Tectona grandis Lf effect of three plant extracts. IJAT 13: 307-330."
2019,What year did the first report of Tomato Chlorosis Virus in Tectona grandis occur?,"Borges RCF, Fontes MG, Macedo MA, Lima MF, Boiteux LS, Fonseca MEN (2019) First Report of Tomato Chlorosis Virus Infecting Tectona grandis Associated with Infestation of Bemisia tabaci Mediterranean in Central Brazil. Plant Disease 103(10): 2704"
Sandal trees in a one-year-old plantation.,Which plant parts showed symptoms in Kumar and Geeta's 2012 study?,"Arun Kumar AK, Geeta J (2012). Incidence of sandal spike symptoms in a one-year-old plantation in Karnataka. Current Science, 103(6), p.613."
Catalogue of Life published it to provide a comprehensive list of species.,Who published the 2010 Annual Checklist and what is its purpose?,Catalogue of Life: 2010 Annual Checklist (http://www.catalogueoflife. org/annual-checklist/2010/details/species/id/7044766)
Study on fungal pathogens affecting seedlings of Gmelina arborea Roxb and Tectona grandis Lf.,What specific fungal pathogens study was performed by Anuagasi in 2017?,"Anuagasi CL, Onuorah JA, Okigbo RN (2017) Fungal pathogens affecting seedlings of Gmelina arborea Roxb and Tectona grandis Lf effect of three plant extracts. IJAT 13: 307-330."
Xanthomonas fuscans causing a leaf spot.,Which pests were studied in relation to Tectona grandis in Borges et al.'s 2019 work?,"Borges RCF, Rosatto M, Maria do Deserto MS, Cabral CS, Albuquerque CMR, Ferreira MA, Fonseca MEN, Boiteux LS (2019) A leaf spot of Tectona grandis caused by Xanthomonas fuscans in Brazil. Journal of Plant Pathology 101(2):431-431"
Spike disease of sandal.,"What disease did Ghosh, Balasundaram, and Ali study in 1985?","Ghosh, S.K., Balasundaram, M. and Ali, M.M., 1985. Studies on the spike disease of sandal. Division of Pathology, Kerala Forest Research Institute."
"Decline of Melia dubia (Hebbevu) plantations at South Bangalore, Karnataka.","What decline is documented in Kumar, Muthukrishnan, and Pandey's 2014 study?","Kumar, A.M., Muthukrishnan, R. and Pandey, A.K., 2014. Decline of Melia dubia (Hebbevu) plantations at South Bangalore, Karnataka. Current Biotic, 8(1), pp. 82-85."
Poplar,Which species' status is detailed by Kumar and Singh in 2012?,"Kumar, D. and Singh, N.B., 2012. Status of poplar introduction in India. Forestry Bulletin, 12(1), pp.9-14."
Diseases in Eucalyptus: status and management.,What is the title of C. Mohanan's 2014 work?,"Mohanan, C., 2014. Diseases in Eucalyptus: status and management."
Eucalyptus.,Which tree species is discussed in C. Mohanan’s 2014 publication?,"Mohanan, C., 2014. Diseases in Eucalyptus: status and management."
Basal Root Rot.,What disease is caused by Phlebiopsis nothofagi as per Mohd Farid's 2005 study?,"Mohd Farid A, Lee SS, Maziah Z, Rosli H, Norwati M (2005) Basal Root Rot, a new Disease of Teak (Tectona grandis) in Malaysia caused by Phlebiopsis nothofagi."
2016.,In which publication year did Muthuklakshmi and colleagues identify and characterize pathogens infecting Melia dubia?,"Muthulakshmi, P., Naresh, S., Rajamanickam, S. and Parthasarathy, S., 2016. Identification and morphological characterization of pathogens infecting Melia dubia in Tamil Nadu."
Diseases of Eucalyptus.,"What is the main subject of old, Wingfield, and Yuan's 2003 publication?","Old, K.M., Wingfield, M.J. and Yuan, Z.Q., 2003. A manual of diseases of Eucalyptus in South-East Asia."
Oliveneotectonae.,What pathogen in leaves is Osorio et al.'s 2019 study focused on?,"Osorio, P.R.A., Leão, E.U., Ferreira, T.P.D.S., Alves, M.V.G., Sarmento, R.D.A. and Santos, G.R.D., 2019. Morphology and infection process of Oliveneotectonae in teak leaves."
Fusarium solani.,What is the main pathogen covered in the 2018 reports by Pandey and colleagues?,"Pandey, A., Juwanthra, R., Chandra, S., Kumar, A., Kannojia, P., Khanna, D., Arora, S., Dwivedi, V.D. and Pandey, S., 2018. First report of Fusarium solani causing wilt of Melia dubia."
40-45.,On which pages is the work by Mohd Farid and associates from 2005 found?,"Mohd Farid A., Lee S.S., Maziah Z., Rosli, H. and Norwati, M., 2005. Basal Root Rot, a new Disease of Teak (Tectona grandis) in Malaysia caused by Phlebiopsis noxia. Malaysian Journal of Microbiology, 1(2), pp.40-45."
Curvularia leaf spot.,"Which disease is highlighted in Sharma, Singh, and Verma's 2012 study on Dalbergia sissoo?","Sharma, P., Singh, N. and Verma, O.P., 2012. First report of Curvularia leaf spot caused by Curvularia affinis on Dalbergia sissoo."
Phlebiopsis noxia.,What is the primary cause of Basal Root Rot in Teak as per Mohd Farid's 2005 work?,"Mohd Farid A., Lee S.S., Maziah Z., Rosli H. and Norwati M., 2005. Basal Root Rot, a new Disease of Teak (Tectona grandis) in Malaysia caused by Phlebiopsis noxia."
Pests and diseases management in nurseries.,"What focus does Remadevi, Nagarveni, and Muthukrishnan's 2005 study on sandalwood pests have?","Remadevi, O.K., Nagarveni, H.C. and Muthukrishnan, R., 2005. Pests and diseases of sandalwood plants in nurseries and their management."
